slug,title,brandLabel,category,subcategory,audience,variation,price,catalogStatus,isActive,hasImage,approved,notes
"pele-contorno-e-bronzer-contorno-em-po","Contorno em po","avon","Pele","Contorno e Bronzer","feminino","83.99","0","draft","false","false","false",""
"pele-contorno-e-bronzer-contorno-cremoso","Contorno cremoso","Fenty Beauty","Pele","Contorno e Bronzer","feminino","61.99","0","draft","false","false","false",""
"pele-contorno-e-bronzer-contorno-em-bastao","Contorno em bastao","Lancôme","Pele","Contorno e Bronzer","feminino","85.90","0","draft","false","false","false",""
"pele-contorno-e-bronzer-paleta-de-contorno","Paleta de contorno","DIOR","Pele","Contorno e Bronzer","feminino","81.90","0","draft","false","false","false",""
"pele-contorno-e-bronzer-bronzer-em-po","Bronzer em po","M·A·C Cosmetics","Pele","Contorno e Bronzer","feminino","86.99","0","draft","false","false","false",""
"pele-contorno-e-bronzer-bronzer-cremoso","Bronzer cremoso","avon","Pele","Contorno e Bronzer","feminino","50.99","0","draft","false","false","false",""
"pele-blush-blush-em-po","Blush em po","Fenty Beauty","Pele","Blush","feminino","76.90","0","draft","false","false","false",""
"pele-blush-blush-liquido","Blush liquido","Lancôme","Pele","Blush","feminino","66.99","0","draft","false","false","false",""
"pele-blush-blush-cremoso","Blush cremoso","DIOR","Pele","Blush","feminino","61.90","0","draft","false","false","false",""
"pele-blush-blush-em-bastao","Blush em bastao","M·A·C Cosmetics","Pele","Blush","feminino","58.99","0","draft","false","false","false",""
"pele-blush-paleta-de-blush","Paleta de blush","avon","Pele","Blush","feminino","81.99","0","draft","false","false","false",""
"pele-blush-blush-compacto","Blush compacto","Fenty Beauty","Pele","Blush","feminino","65.90","0","draft","false","false","false",""
"pele-iluminador-iluminador-em-po","Iluminador em po","Lancôme","Pele","Iluminador","feminino","73.90","0","draft","false","false","false",""
"pele-iluminador-iluminador-liquido","Iluminador liquido","DIOR","Pele","Iluminador","feminino","55.99","0","draft","false","false","false",""
"pele-iluminador-iluminador-cremoso","Iluminador cremoso","M·A·C Cosmetics","Pele","Iluminador","feminino","73.90","0","draft","false","false","false",""
"pele-iluminador-iluminador-em-bastao","Iluminador em bastao","avon","Pele","Iluminador","feminino","84.99","0","draft","false","false","false",""
"pele-iluminador-paleta-de-iluminador","Paleta de iluminador","Fenty Beauty","Pele","Iluminador","feminino","54.99","0","draft","false","false","false",""
"pele-iluminador-iluminador-corporal","Iluminador corporal","Lancôme","Pele","Iluminador","feminino","79.90","0","draft","false","false","false",""
"olhos-sombras-paleta-de-sombras","Paleta de sombras","avon","Olhos","Sombras","feminino","56.90","0","draft","false","false","false",""
"olhos-sombras-sombra-unitaria","Sombra unitaria","Fenty Beauty","Olhos","Sombras","feminino","66.99","0","draft","false","false","false",""
"olhos-sombras-sombra-liquida","Sombra liquida","Lancôme","Olhos","Sombras","feminino","68.99","0","draft","false","false","false",""
"olhos-sombras-sombra-cremosa","Sombra cremosa","M·A·C Cosmetics","Olhos","Sombras","feminino","49.90","0","draft","false","false","false",""
"olhos-sombras-sombra-em-bastao","Sombra em bastao","avon","Olhos","Sombras","feminino","76.99","0","draft","false","false","false",""
"olhos-sombras-pigmento","Pigmento","Fenty Beauty","Olhos","Sombras","feminino","67.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-liquido","Delineador liquido","Lancôme","Olhos","Delineadores","feminino","71.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-em-gel","Delineador em gel","M·A·C Cosmetics","Olhos","Delineadores","feminino","59.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-caneta","Delineador caneta","avon","Olhos","Delineadores","feminino","70.99","0","draft","false","false","false",""
"olhos-delineadores-delineador-colorido","Delineador colorido","Fenty Beauty","Olhos","Delineadores","feminino","81.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-a-prova-d-agua","Delineador a prova d'agua","Lancôme","Olhos","Delineadores","feminino","80.99","0","draft","false","false","false",""
"olhos-delineadores-delineador-glitter","Delineador glitter","M·A·C Cosmetics","Olhos","Delineadores","feminino","65.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-preto","Lapis preto","avon","Olhos","Lapis de Olho","feminino","60.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-marrom","Lapis marrom","Fenty Beauty","Olhos","Lapis de Olho","feminino","78.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-bege","Lapis bege","Lancôme","Olhos","Lapis de Olho","feminino","83.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-branco","Lapis branco","M·A·C Cosmetics","Olhos","Lapis de Olho","feminino","78.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-kajal","Lapis kajal","avon","Olhos","Lapis de Olho","feminino","52.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-colorido","Lapis colorido","Fenty Beauty","Olhos","Lapis de Olho","feminino","81.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-alongadora","Mascara alongadora","Lancôme","Olhos","Mascara de Cilios","feminino","80.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-volumizadora","Mascara volumizadora","M·A·C Cosmetics","Olhos","Mascara de Cilios","feminino","50.90","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-a-prova-d-agua","Mascara a prova d'agua","avon","Olhos","Mascara de Cilios","feminino","51.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-incolor","Mascara incolor","Fenty Beauty","Olhos","Mascara de Cilios","feminino","76.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-efeito-boneca","Mascara efeito boneca","Lancôme","Olhos","Mascara de Cilios","feminino","75.90","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-curva-cilios","Mascara curva cilios","M·A·C Cosmetics","Olhos","Mascara de Cilios","feminino","86.90","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-naturais","Cilios naturais","avon","Olhos","Cilios Posticos","feminino","70.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-volume","Cilios volume","Fenty Beauty","Olhos","Cilios Posticos","feminino","56.90","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-tufinho","Cilios tufinho","Lancôme","Olhos","Cilios Posticos","feminino","71.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-fio-a-fio","Cilios fio a fio","M·A·C Cosmetics","Olhos","Cilios Posticos","feminino","60.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cola-para-cilios","Cola para cilios","avon","Olhos","Cilios Posticos","feminino","50.90","0","draft","false","false","false",""
"olhos-cilios-posticos-aplicador-de-cilios","Aplicador de cilios","Fenty Beauty","Olhos","Cilios Posticos","feminino","71.99","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-lapis-para-sobrancelhas","Lapis para sobrancelhas","M·A·C Cosmetics","Sobrancelhas","Produtos para Sobrancelhas","feminino","53.99","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-caneta-para-sobrancelhas","Caneta para sobrancelhas","avon","Sobrancelhas","Produtos para Sobrancelhas","feminino","55.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-sombra-para-sobrancelhas","Sombra para sobrancelhas","Fenty Beauty","Sobrancelhas","Produtos para Sobrancelhas","feminino","50.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-pomada-para-sobrancelhas","Pomada para sobrancelhas","M·A·C Cosmetics","Sobrancelhas","Produtos para Sobrancelhas","feminino","71.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-gel-para-sobrancelhas","Gel para sobrancelhas","avon","Sobrancelhas","Produtos para Sobrancelhas","feminino","57.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-mascara-para-sobrancelhas","Mascara para sobrancelhas","Fenty Beauty","Sobrancelhas","Produtos para Sobrancelhas","feminino","77.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-pinca","Pinca","M·A·C Cosmetics","Sobrancelhas","Acessorios para Sobrancelhas","feminino","53.99","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-tesourinha","Tesourinha","avon","Sobrancelhas","Acessorios para Sobrancelhas","feminino","86.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-escovinha","Escovinha","Fenty Beauty","Sobrancelhas","Acessorios para Sobrancelhas","feminino","63.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-navalha","Navalha","M·A·C Cosmetics","Sobrancelhas","Acessorios para Sobrancelhas","feminino","73.99","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-paquimetro-para-sobrancelhas","Paquimetro para sobrancelhas","avon","Sobrancelhas","Acessorios para Sobrancelhas","feminino","58.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-molde-para-sobrancelhas","Molde para sobrancelhas","Fenty Beauty","Sobrancelhas","Acessorios para Sobrancelhas","feminino","63.90","0","draft","false","false","false",""
"boca-batons-batom-matte","Batom matte","Lancôme","Boca","Batons","feminino","50.90","0","draft","false","false","false",""
"boca-batons-batom-cremoso","Batom cremoso","DIOR","Boca","Batons","feminino","81.99","0","draft","false","false","false",""
"boca-batons-batom-liquido","Batom liquido","M·A·C Cosmetics","Boca","Batons","feminino","55.90","0","draft","false","false","false",""
"boca-batons-batom-em-bala","Batom em bala","avon","Boca","Batons","feminino","79.90","0","draft","false","false","false",""
"boca-batons-batom-cintilante","Batom cintilante","Fenty Beauty","Boca","Batons","feminino","85.90","0","draft","false","false","false",""
"boca-batons-batom-hidratante","Batom hidratante","Lancôme","Boca","Batons","feminino","73.99","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-gloss-labial","Gloss labial","DIOR","Boca","Gloss e Hidratantes","feminino","80.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-lip-oil","Lip oil","M·A·C Cosmetics","Boca","Gloss e Hidratantes","feminino","53.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-lip-tint","Lip tint","avon","Boca","Gloss e Hidratantes","feminino","73.99","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-balm-labial","Balm labial","Fenty Beauty","Boca","Gloss e Hidratantes","feminino","62.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-mascara-labial","Mascara labial","Lancôme","Boca","Gloss e Hidratantes","feminino","83.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-esfoliante-labial","Esfoliante labial","DIOR","Boca","Gloss e Hidratantes","feminino","51.90","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-nude","Lapis de boca nude","M·A·C Cosmetics","Boca","Lapis Labial","feminino","74.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-vermelho","Lapis de boca vermelho","avon","Boca","Lapis Labial","feminino","57.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-marrom","Lapis de boca marrom","Fenty Beauty","Boca","Lapis Labial","feminino","69.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-rosa","Lapis de boca rosa","Lancôme","Boca","Lapis Labial","feminino","63.90","0","draft","false","false","false",""
"boca-lapis-labial-delineador-labial","Delineador labial","DIOR","Boca","Lapis Labial","feminino","66.90","0","draft","false","false","false",""
"boca-lapis-labial-lapis-labial-retratil","Lapis labial retratil","M·A·C Cosmetics","Boca","Lapis Labial","feminino","81.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-base","Pincel para base","M·A·C Cosmetics","Pinceis e Esponjas","Pinceis para Pele","feminino","82.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-corretivo","Pincel para corretivo","Fenty Beauty","Pinceis e Esponjas","Pinceis para Pele","feminino","52.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-po","Pincel para po","avon","Pinceis e Esponjas","Pinceis para Pele","feminino","84.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-blush","Pincel para blush","M·A·C Cosmetics","Pinceis e Esponjas","Pinceis para Pele","feminino","89.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-contorno","Pincel para contorno","Fenty Beauty","Pinceis e Esponjas","Pinceis para Pele","feminino","84.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-iluminador","Pincel para iluminador","avon","Pinceis e Esponjas","Pinceis para Pele","feminino","76.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-de-esfumar","Pincel de esfumar","M·A·C Cosmetics","Pinceis e Esponjas","Pinceis para Olhos","feminino","53.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-para-sombra","Pincel para sombra","Fenty Beauty","Pinceis e Esponjas","Pinceis para Olhos","feminino","60.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-chanfrado","Pincel chanfrado","avon","Pinceis e Esponjas","Pinceis para Olhos","feminino","84.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-delineador","Pincel delineador","M·A·C Cosmetics","Pinceis e Esponjas","Pinceis para Olhos","feminino","58.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-lapis","Pincel lapis","Fenty Beauty","Pinceis e Esponjas","Pinceis para Olhos","feminino","84.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-precisao","Pincel precisao","avon","Pinceis e Esponjas","Pinceis para Olhos","feminino","62.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-gota","Esponja gota","M·A·C Cosmetics","Pinceis e Esponjas","Esponjas","feminino","63.99","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-chanfrada","Esponja chanfrada","Fenty Beauty","Pinceis e Esponjas","Esponjas","feminino","57.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-mini","Esponja mini","avon","Pinceis e Esponjas","Esponjas","feminino","88.99","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-para-po","Esponja para po","M·A·C Cosmetics","Pinceis e Esponjas","Esponjas","feminino","81.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-de-silicone","Esponja de silicone","Fenty Beauty","Pinceis e Esponjas","Esponjas","feminino","70.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-kit-de-esponjas","Kit de esponjas","avon","Pinceis e Esponjas","Esponjas","feminino","71.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-iniciante","Kit pinceis iniciante","M·A·C Cosmetics","Pinceis e Esponjas","Kits de Pinceis","feminino","80.90","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-profissional","Kit pinceis profissional","Fenty Beauty","Pinceis e Esponjas","Kits de Pinceis","feminino","56.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-para-pele","Kit pinceis para pele","avon","Pinceis e Esponjas","Kits de Pinceis","feminino","49.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-para-olhos","Kit pinceis para olhos","M·A·C Cosmetics","Pinceis e Esponjas","Kits de Pinceis","feminino","50.90","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-completo","Kit pinceis completo","Fenty Beauty","Pinceis e Esponjas","Kits de Pinceis","feminino","68.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-viagem","Kit pinceis viagem","avon","Pinceis e Esponjas","Kits de Pinceis","feminino","74.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-necessaire","Necessaire","avon","Acessorios de Maquiagem","Organizacao","feminino","55.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-maleta-de-maquiagem","Maleta de maquiagem","M·A·C Cosmetics","Acessorios de Maquiagem","Organizacao","feminino","56.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-porta-pinceis","Porta-pinceis","Fenty Beauty","Acessorios de Maquiagem","Organizacao","feminino","67.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-organizador-acrilico","Organizador acrilico","avon","Acessorios de Maquiagem","Organizacao","feminino","87.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-bolsa-de-maquiagem","Bolsa de maquiagem","M·A·C Cosmetics","Acessorios de Maquiagem","Organizacao","feminino","158.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-estojo-de-maquiagem","Estojo de maquiagem","Fenty Beauty","Acessorios de Maquiagem","Organizacao","feminino","62.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-curvex","Curvex","avon","Acessorios de Maquiagem","Ferramentas","feminino","80.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-apontador-de-lapis","Apontador de lapis","M·A·C Cosmetics","Acessorios de Maquiagem","Ferramentas","feminino","58.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espelho-de-maquiagem","Espelho de maquiagem","Fenty Beauty","Acessorios de Maquiagem","Ferramentas","feminino","50.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espelho-com-led","Espelho com LED","avon","Acessorios de Maquiagem","Ferramentas","feminino","64.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espatula-de-maquiagem","Espatula de maquiagem","M·A·C Cosmetics","Acessorios de Maquiagem","Ferramentas","feminino","54.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-plaquinha-misturadora","Plaquinha misturadora","Fenty Beauty","Acessorios de Maquiagem","Ferramentas","feminino","89.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-higienizador-de-pinceis","Higienizador de pinceis","avon","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","53.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-sabonete-para-pinceis","Sabonete para pinceis","M·A·C Cosmetics","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","55.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-tapete-limpa-pinceis","Tapete limpa-pinceis","Fenty Beauty","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","62.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-luva-limpa-pinceis","Luva limpa-pinceis","avon","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","69.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-spray-higienizador","Spray higienizador","M·A·C Cosmetics","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","83.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-secador-de-pinceis","Secador de pinceis","Fenty Beauty","Acessorios de Maquiagem","Limpeza de Pinceis","feminino","71.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-fixador-de-maquiagem","Fixador de maquiagem","M·A·C Cosmetics","Fixacao e Finalizacao","Fixadores","feminino","85.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-bruma-fixadora","Bruma fixadora","Fenty Beauty","Fixacao e Finalizacao","Fixadores","feminino","77.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-matte","Spray matte","Lancôme","Fixacao e Finalizacao","Fixadores","feminino","75.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-glow","Spray glow","avon","Fixacao e Finalizacao","Fixadores","feminino","79.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-longa-duracao","Spray longa duracao","M·A·C Cosmetics","Fixacao e Finalizacao","Fixadores","feminino","49.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-fixador-profissional","Fixador profissional","Fenty Beauty","Fixacao e Finalizacao","Fixadores","feminino","64.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-po-finalizador","Po finalizador","Lancôme","Fixacao e Finalizacao","Finalizadores","feminino","88.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-po-translucido","Po translucido","avon","Fixacao e Finalizacao","Finalizadores","feminino","57.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-lenco-antioleosidade","Lenco antioleosidade","M·A·C Cosmetics","Fixacao e Finalizacao","Finalizadores","feminino","86.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-cola-glitter","Cola glitter","Fenty Beauty","Fixacao e Finalizacao","Finalizadores","feminino","70.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-diluidor-de-maquiagem","Diluidor de maquiagem","Lancôme","Fixacao e Finalizacao","Finalizadores","feminino","58.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-selante-de-maquiagem","Selante de maquiagem","avon","Fixacao e Finalizacao","Finalizadores","feminino","74.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-tinta-facial","Tinta facial","M·A·C Cosmetics","Maquiagem Artistica","Produtos Artisticos","feminino","71.90","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-tinta-corporal","Tinta corporal","avon","Maquiagem Artistica","Produtos Artisticos","feminino","84.90","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pancake-artistico","Pancake artistico","Fenty Beauty","Maquiagem Artistica","Produtos Artisticos","feminino","69.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-paleta-artistica","Paleta artistica","M·A·C Cosmetics","Maquiagem Artistica","Produtos Artisticos","feminino","66.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pigmento-neon","Pigmento neon","avon","Maquiagem Artistica","Produtos Artisticos","feminino","58.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pigmento-uv","Pigmento UV","Fenty Beauty","Maquiagem Artistica","Produtos Artisticos","feminino","58.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-glitter-artistico","Glitter artistico","M·A·C Cosmetics","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","62.99","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-glitter-biodegradavel","Glitter biodegradavel","avon","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","53.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-pedrarias","Pedrarias","Fenty Beauty","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","56.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-cola-para-pedrarias","Cola para pedrarias","M·A·C Cosmetics","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","50.99","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-lantejoulas-faciais","Lantejoulas faciais","avon","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","71.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-strass-para-maquiagem","Strass para maquiagem","Fenty Beauty","Maquiagem Artistica","Brilhos e Aplicacoes","feminino","81.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-sangue-falso","Sangue falso","M·A·C Cosmetics","Maquiagem Artistica","Efeitos Especiais","feminino","63.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-latex-liquido","Latex liquido","avon","Maquiagem Artistica","Efeitos Especiais","feminino","60.99","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-massa-para-efeitos","Massa para efeitos","Fenty Beauty","Maquiagem Artistica","Efeitos Especiais","feminino","63.99","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-cola-teatral","Cola teatral","M·A·C Cosmetics","Maquiagem Artistica","Efeitos Especiais","feminino","67.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-cera-modeladora","Cera modeladora","avon","Maquiagem Artistica","Efeitos Especiais","feminino","51.99","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-removedor-artistico","Removedor artistico","Fenty Beauty","Maquiagem Artistica","Efeitos Especiais","feminino","71.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-kit-maquiagem-infantil","Kit maquiagem infantil","avon","Maquiagem Infantil","Produtos Infantis","feminino","82.99","0","draft","false","false","false",""
