slug,title,brandLabel,category,subcategory,audience,variation,price,catalogStatus,isActive,hasImage,approved,notes
"olhos-sombras-sombra-em-bastao","Sombra em bastao","avon","Olhos","Sombras","beleza","76.99","0","draft","false","false","false",""
"olhos-sombras-pigmento","Pigmento","Fenty Beauty","Olhos","Sombras","beleza","67.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-liquido","Delineador liquido","LancÃ´me","Olhos","Delineadores","beleza","71.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-em-gel","Delineador em gel","MÂ·AÂ·C Cosmetics","Olhos","Delineadores","beleza","59.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-caneta","Delineador caneta","avon","Olhos","Delineadores","beleza","70.99","0","draft","false","false","false",""
"olhos-delineadores-delineador-colorido","Delineador colorido","Fenty Beauty","Olhos","Delineadores","beleza","81.90","0","draft","false","false","false",""
"olhos-delineadores-delineador-a-prova-d-agua","Delineador a prova d'agua","LancÃ´me","Olhos","Delineadores","beleza","80.99","0","draft","false","false","false",""
"olhos-delineadores-delineador-glitter","Delineador glitter","MÂ·AÂ·C Cosmetics","Olhos","Delineadores","beleza","65.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-preto","Lapis preto","avon","Olhos","Lapis de Olho","beleza","60.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-marrom","Lapis marrom","Fenty Beauty","Olhos","Lapis de Olho","beleza","78.90","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-bege","Lapis bege","LancÃ´me","Olhos","Lapis de Olho","beleza","83.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-branco","Lapis branco","MÂ·AÂ·C Cosmetics","Olhos","Lapis de Olho","beleza","78.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-kajal","Lapis kajal","avon","Olhos","Lapis de Olho","beleza","52.99","0","draft","false","false","false",""
"olhos-lapis-de-olho-lapis-colorido","Lapis colorido","Fenty Beauty","Olhos","Lapis de Olho","beleza","81.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-alongadora","Mascara alongadora","LancÃ´me","Olhos","Mascara de Cilios","beleza","80.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-volumizadora","Mascara volumizadora","MÂ·AÂ·C Cosmetics","Olhos","Mascara de Cilios","beleza","50.90","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-a-prova-d-agua","Mascara a prova d'agua","avon","Olhos","Mascara de Cilios","beleza","51.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-incolor","Mascara incolor","Fenty Beauty","Olhos","Mascara de Cilios","beleza","76.99","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-efeito-boneca","Mascara efeito boneca","LancÃ´me","Olhos","Mascara de Cilios","beleza","75.90","0","draft","false","false","false",""
"olhos-mascara-de-cilios-mascara-curva-cilios","Mascara curva cilios","MÂ·AÂ·C Cosmetics","Olhos","Mascara de Cilios","beleza","86.90","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-naturais","Cilios naturais","avon","Olhos","Cilios Posticos","beleza","70.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-volume","Cilios volume","Fenty Beauty","Olhos","Cilios Posticos","beleza","56.90","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-tufinho","Cilios tufinho","LancÃ´me","Olhos","Cilios Posticos","beleza","71.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cilios-fio-a-fio","Cilios fio a fio","MÂ·AÂ·C Cosmetics","Olhos","Cilios Posticos","beleza","60.99","0","draft","false","false","false",""
"olhos-cilios-posticos-cola-para-cilios","Cola para cilios","avon","Olhos","Cilios Posticos","beleza","50.90","0","draft","false","false","false",""
"olhos-cilios-posticos-aplicador-de-cilios","Aplicador de cilios","Fenty Beauty","Olhos","Cilios Posticos","beleza","71.99","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-lapis-para-sobrancelhas","Lapis para sobrancelhas","MÂ·AÂ·C Cosmetics","Sobrancelhas","Produtos para Sobrancelhas","beleza","53.99","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-caneta-para-sobrancelhas","Caneta para sobrancelhas","avon","Sobrancelhas","Produtos para Sobrancelhas","beleza","55.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-sombra-para-sobrancelhas","Sombra para sobrancelhas","Fenty Beauty","Sobrancelhas","Produtos para Sobrancelhas","beleza","50.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-pomada-para-sobrancelhas","Pomada para sobrancelhas","MÂ·AÂ·C Cosmetics","Sobrancelhas","Produtos para Sobrancelhas","beleza","71.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-gel-para-sobrancelhas","Gel para sobrancelhas","avon","Sobrancelhas","Produtos para Sobrancelhas","beleza","57.90","0","draft","false","false","false",""
"sobrancelhas-produtos-para-sobrancelhas-mascara-para-sobrancelhas","Mascara para sobrancelhas","Fenty Beauty","Sobrancelhas","Produtos para Sobrancelhas","beleza","77.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-pinca","Pinca","MÂ·AÂ·C Cosmetics","Sobrancelhas","Acessorios para Sobrancelhas","beleza","53.99","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-tesourinha","Tesourinha","avon","Sobrancelhas","Acessorios para Sobrancelhas","beleza","86.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-escovinha","Escovinha","Fenty Beauty","Sobrancelhas","Acessorios para Sobrancelhas","beleza","63.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-navalha","Navalha","MÂ·AÂ·C Cosmetics","Sobrancelhas","Acessorios para Sobrancelhas","beleza","73.99","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-paquimetro-para-sobrancelhas","Paquimetro para sobrancelhas","avon","Sobrancelhas","Acessorios para Sobrancelhas","beleza","58.90","0","draft","false","false","false",""
"sobrancelhas-acessorios-para-sobrancelhas-molde-para-sobrancelhas","Molde para sobrancelhas","Fenty Beauty","Sobrancelhas","Acessorios para Sobrancelhas","beleza","63.90","0","draft","false","false","false",""
"boca-batons-batom-matte","Batom matte","LancÃ´me","Boca","Batons","beleza","50.90","0","draft","false","false","false",""
"boca-batons-batom-cremoso","Batom cremoso","DIOR","Boca","Batons","beleza","81.99","0","draft","false","false","false",""
"boca-batons-batom-liquido","Batom liquido","MÂ·AÂ·C Cosmetics","Boca","Batons","beleza","55.90","0","draft","false","false","false",""
"boca-batons-batom-em-bala","Batom em bala","avon","Boca","Batons","beleza","79.90","0","draft","false","false","false",""
"boca-batons-batom-cintilante","Batom cintilante","Fenty Beauty","Boca","Batons","beleza","85.90","0","draft","false","false","false",""
"boca-batons-batom-hidratante","Batom hidratante","LancÃ´me","Boca","Batons","beleza","73.99","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-gloss-labial","Gloss labial","DIOR","Boca","Gloss e Hidratantes","beleza","80.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-lip-oil","Lip oil","MÂ·AÂ·C Cosmetics","Boca","Gloss e Hidratantes","beleza","53.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-lip-tint","Lip tint","avon","Boca","Gloss e Hidratantes","beleza","73.99","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-balm-labial","Balm labial","Fenty Beauty","Boca","Gloss e Hidratantes","beleza","62.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-mascara-labial","Mascara labial","LancÃ´me","Boca","Gloss e Hidratantes","beleza","83.90","0","draft","false","false","false",""
"boca-gloss-e-hidratantes-esfoliante-labial","Esfoliante labial","DIOR","Boca","Gloss e Hidratantes","beleza","51.90","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-nude","Lapis de boca nude","MÂ·AÂ·C Cosmetics","Boca","Lapis Labial","beleza","74.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-vermelho","Lapis de boca vermelho","avon","Boca","Lapis Labial","beleza","57.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-marrom","Lapis de boca marrom","Fenty Beauty","Boca","Lapis Labial","beleza","69.99","0","draft","false","false","false",""
"boca-lapis-labial-lapis-de-boca-rosa","Lapis de boca rosa","LancÃ´me","Boca","Lapis Labial","beleza","63.90","0","draft","false","false","false",""
"boca-lapis-labial-delineador-labial","Delineador labial","DIOR","Boca","Lapis Labial","beleza","66.90","0","draft","false","false","false",""
"boca-lapis-labial-lapis-labial-retratil","Lapis labial retratil","MÂ·AÂ·C Cosmetics","Boca","Lapis Labial","beleza","81.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-base","Pincel para base","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Pinceis para Pele","beleza","82.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-corretivo","Pincel para corretivo","Fenty Beauty","Pinceis e Esponjas","Pinceis para Pele","beleza","52.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-po","Pincel para po","avon","Pinceis e Esponjas","Pinceis para Pele","beleza","84.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-blush","Pincel para blush","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Pinceis para Pele","beleza","89.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-contorno","Pincel para contorno","Fenty Beauty","Pinceis e Esponjas","Pinceis para Pele","beleza","84.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-pele-pincel-para-iluminador","Pincel para iluminador","avon","Pinceis e Esponjas","Pinceis para Pele","beleza","76.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-de-esfumar","Pincel de esfumar","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Pinceis para Olhos","beleza","53.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-para-sombra","Pincel para sombra","Fenty Beauty","Pinceis e Esponjas","Pinceis para Olhos","beleza","60.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-chanfrado","Pincel chanfrado","avon","Pinceis e Esponjas","Pinceis para Olhos","beleza","84.90","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-delineador","Pincel delineador","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Pinceis para Olhos","beleza","58.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-lapis","Pincel lapis","Fenty Beauty","Pinceis e Esponjas","Pinceis para Olhos","beleza","84.99","0","draft","false","false","false",""
"pinceis-e-esponjas-pinceis-para-olhos-pincel-precisao","Pincel precisao","avon","Pinceis e Esponjas","Pinceis para Olhos","beleza","62.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-gota","Esponja gota","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Esponjas","beleza","63.99","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-chanfrada","Esponja chanfrada","Fenty Beauty","Pinceis e Esponjas","Esponjas","beleza","57.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-mini","Esponja mini","avon","Pinceis e Esponjas","Esponjas","beleza","88.99","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-para-po","Esponja para po","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Esponjas","beleza","81.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-esponja-de-silicone","Esponja de silicone","Fenty Beauty","Pinceis e Esponjas","Esponjas","beleza","70.90","0","draft","false","false","false",""
"pinceis-e-esponjas-esponjas-kit-de-esponjas","Kit de esponjas","avon","Pinceis e Esponjas","Esponjas","beleza","71.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-iniciante","Kit pinceis iniciante","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Kits de Pinceis","beleza","80.90","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-profissional","Kit pinceis profissional","Fenty Beauty","Pinceis e Esponjas","Kits de Pinceis","beleza","56.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-para-pele","Kit pinceis para pele","avon","Pinceis e Esponjas","Kits de Pinceis","beleza","49.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-para-olhos","Kit pinceis para olhos","MÂ·AÂ·C Cosmetics","Pinceis e Esponjas","Kits de Pinceis","beleza","50.90","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-completo","Kit pinceis completo","Fenty Beauty","Pinceis e Esponjas","Kits de Pinceis","beleza","68.99","0","draft","false","false","false",""
"pinceis-e-esponjas-kits-de-pinceis-kit-pinceis-viagem","Kit pinceis viagem","avon","Pinceis e Esponjas","Kits de Pinceis","beleza","74.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-necessaire","Necessaire","avon","Acessorios de Maquiagem","Organizacao","beleza","55.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-maleta-de-maquiagem","Maleta de maquiagem","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Organizacao","beleza","56.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-porta-pinceis","Porta-pinceis","Fenty Beauty","Acessorios de Maquiagem","Organizacao","beleza","67.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-organizador-acrilico","Organizador acrilico","avon","Acessorios de Maquiagem","Organizacao","beleza","87.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-bolsa-de-maquiagem","Bolsa de maquiagem","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Organizacao","beleza","158.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-organizacao-estojo-de-maquiagem","Estojo de maquiagem","Fenty Beauty","Acessorios de Maquiagem","Organizacao","beleza","62.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-curvex","Curvex","avon","Acessorios de Maquiagem","Ferramentas","beleza","80.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-apontador-de-lapis","Apontador de lapis","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Ferramentas","beleza","58.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espelho-de-maquiagem","Espelho de maquiagem","Fenty Beauty","Acessorios de Maquiagem","Ferramentas","beleza","50.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espelho-com-led","Espelho com LED","avon","Acessorios de Maquiagem","Ferramentas","beleza","64.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-espatula-de-maquiagem","Espatula de maquiagem","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Ferramentas","beleza","54.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-ferramentas-plaquinha-misturadora","Plaquinha misturadora","Fenty Beauty","Acessorios de Maquiagem","Ferramentas","beleza","89.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-higienizador-de-pinceis","Higienizador de pinceis","avon","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","53.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-sabonete-para-pinceis","Sabonete para pinceis","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","55.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-tapete-limpa-pinceis","Tapete limpa-pinceis","Fenty Beauty","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","62.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-luva-limpa-pinceis","Luva limpa-pinceis","avon","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","69.90","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-spray-higienizador","Spray higienizador","MÂ·AÂ·C Cosmetics","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","83.99","0","draft","false","false","false",""
"acessorios-de-maquiagem-limpeza-de-pinceis-secador-de-pinceis","Secador de pinceis","Fenty Beauty","Acessorios de Maquiagem","Limpeza de Pinceis","beleza","71.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-fixador-de-maquiagem","Fixador de maquiagem","MÂ·AÂ·C Cosmetics","Fixacao e Finalizacao","Fixadores","beleza","85.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-bruma-fixadora","Bruma fixadora","Fenty Beauty","Fixacao e Finalizacao","Fixadores","beleza","77.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-matte","Spray matte","LancÃ´me","Fixacao e Finalizacao","Fixadores","beleza","75.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-glow","Spray glow","avon","Fixacao e Finalizacao","Fixadores","beleza","79.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-spray-longa-duracao","Spray longa duracao","MÂ·AÂ·C Cosmetics","Fixacao e Finalizacao","Fixadores","beleza","49.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-fixadores-fixador-profissional","Fixador profissional","Fenty Beauty","Fixacao e Finalizacao","Fixadores","beleza","64.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-po-finalizador","Po finalizador","LancÃ´me","Fixacao e Finalizacao","Finalizadores","beleza","88.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-po-translucido","Po translucido","avon","Fixacao e Finalizacao","Finalizadores","beleza","57.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-lenco-antioleosidade","Lenco antioleosidade","MÂ·AÂ·C Cosmetics","Fixacao e Finalizacao","Finalizadores","beleza","86.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-cola-glitter","Cola glitter","Fenty Beauty","Fixacao e Finalizacao","Finalizadores","beleza","70.90","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-diluidor-de-maquiagem","Diluidor de maquiagem","LancÃ´me","Fixacao e Finalizacao","Finalizadores","beleza","58.99","0","draft","false","false","false",""
"fixacao-e-finalizacao-finalizadores-selante-de-maquiagem","Selante de maquiagem","avon","Fixacao e Finalizacao","Finalizadores","beleza","74.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-tinta-facial","Tinta facial","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Produtos Artisticos","beleza","71.90","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-tinta-corporal","Tinta corporal","avon","Maquiagem Artistica","Produtos Artisticos","beleza","84.90","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pancake-artistico","Pancake artistico","Fenty Beauty","Maquiagem Artistica","Produtos Artisticos","beleza","69.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-paleta-artistica","Paleta artistica","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Produtos Artisticos","beleza","66.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pigmento-neon","Pigmento neon","avon","Maquiagem Artistica","Produtos Artisticos","beleza","58.99","0","draft","false","false","false",""
"maquiagem-artistica-produtos-artisticos-pigmento-uv","Pigmento UV","Fenty Beauty","Maquiagem Artistica","Produtos Artisticos","beleza","58.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-glitter-artistico","Glitter artistico","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","62.99","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-glitter-biodegradavel","Glitter biodegradavel","avon","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","53.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-pedrarias","Pedrarias","Fenty Beauty","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","56.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-cola-para-pedrarias","Cola para pedrarias","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","50.99","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-lantejoulas-faciais","Lantejoulas faciais","avon","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","71.90","0","draft","false","false","false",""
"maquiagem-artistica-brilhos-e-aplicacoes-strass-para-maquiagem","Strass para maquiagem","Fenty Beauty","Maquiagem Artistica","Brilhos e Aplicacoes","beleza","81.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-sangue-falso","Sangue falso","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Efeitos Especiais","beleza","63.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-latex-liquido","Latex liquido","avon","Maquiagem Artistica","Efeitos Especiais","beleza","60.99","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-massa-para-efeitos","Massa para efeitos","Fenty Beauty","Maquiagem Artistica","Efeitos Especiais","beleza","63.99","0","draft","false","false","false",""
